country_code,customer_id,invoice_number,invoice_date,due_date,invoice_amount,settled_date,process_type
818,8887-NCUZC,3769234535,6/17/2012,7/17/2012,10.73,7/5/2012,Paper
391,6160-HCSFI,3773503534,12/2/2012,1/1/2013,58.05,12/27/2012,Paper
406,1447-YZKCL,3775864259,8/1/2012,8/31/2012,62.66,9/13/2012,Paper
391,7329-TWKLF,3776405169,5/5/2013,6/4/2013,66.46,5/25/2013,Paper
897,9286-VLKMI,3787074696,3/28/2012,4/27/2012,29.7,4/4/2012,Paper
897,6296-UKEUZ,3789813449,6/9/2012,7/9/2012,48.25,6/11/2012,Paper
770,2026-XLBER,3795765177,6/21/2013,7/21/2013,37.13,7/5/2013,Electronic
897,0688-XNJRO,3800378393,6/15/2013,7/15/2013,9.52,7/23/2013,Electronic
406,3448-OWJOT,3806835104,12/11/2012,1/10/2013,59.83,1/14/2013,Electronic
770,0465-DTULQ,3812264523,12/28/2012,1/27/2013,58.71,1/25/2013,Paper
406,9771-QTLGZ,3817082781,7/25/2012,8/24/2012,29.85,8/15/2012,Paper
391,0379-NEVHP,3819986935,3/1/2012,3/31/2012,48.65,4/17/2012,Paper
770,7228-LEPPM,3824960117,9/27/2012,10/27/2012,35.48,11/9/2012,Electronic
770,9149-MATVB,3829618241,12/5/2012,1/4/2013,42.28,1/6/2013,Paper
406,4651-PMEXQ,3831133517,4/30/2012,5/30/2012,83.7,5/22/2012,Paper
406,7938-EVASK,3836894738,6/13/2013,7/13/2013,58.43,7/14/2013,Electronic
406,6833-ETVHD,3839625778,10/25/2013,11/24/2013,85.06,11/10/2013,Electronic
406,4632-QZOKX,3840426166,2/27/2012,3/28/2012,70.89,4/13/2012,Paper
897,9883-SDWFS,3845592498,8/17/2013,9/16/2013,45.18,9/20/2013,Electronic
770,5592-UQXSS,3861006083,11/15/2013,12/15/2013,21.94,12/31/2013,Electronic
406,1447-YZKCL,3861752292,5/5/2012,6/4/2012,55.78,6/12/2012,Paper
391,3598-DNURW,3863229608,6/20/2013,7/20/2013,69.03,7/8/2013,Electronic
406,8976-AMJEO,3865457806,4/3/2013,5/3/2013,90.34,5/19/2013,Electronic
406,2621-XCLEH,3867210105,2/22/2012,3/23/2012,69.8,4/5/2012,Paper
406,8976-AMJEO,3867618352,10/25/2012,11/24/2012,51.96,11/23/2012,Electronic
391,2676-DZINU,3869938435,7/26/2012,8/25/2012,84.26,8/16/2012,Paper
897,0688-XNJRO,3876210500,9/8/2013,10/8/2013,22.9,10/26/2013,Electronic
818,5148-SYKLB,3877994257,6/18/2012,7/18/2012,58.35,8/2/2012,Paper
391,2820-XGXSB,3878072664,5/23/2012,6/22/2012,65.25,5/30/2012,Electronic
391,3569-VJWXS,3889145574,3/15/2012,4/14/2012,39.66,4/7/2012,Paper
897,0688-XNJRO,3894033760,4/15/2012,5/15/2012,35.3,6/3/2012,Paper
897,9250-VHLWY,3894320237,12/1/2012,12/31/2012,63.43,12/24/2012,Paper
770,9928-IJYBQ,3898799509,7/3/2012,8/2/2012,45.8,8/7/2012,Electronic
406,4651-PMEXQ,3901727084,4/7/2013,5/7/2013,89.06,4/28/2013,Electronic
818,5875-VZQCZ,3905872436,5/27/2012,6/26/2012,70.07,7/4/2012,Paper
770,0706-NRGUP,3910002517,11/28/2013,12/28/2013,29.37,12/26/2013,Electronic
897,0688-XNJRO,3913519192,9/30/2012,10/30/2012,46.4,11/14/2012,Electronic
406,0783-PEPYR,3922850581,9/17/2013,10/17/2013,72.87,11/13/2013,Paper
406,7938-EVASK,3924052139,6/5/2013,7/5/2013,103.11,7/26/2013,Electronic
406,9758-AIEIK,3931477108,4/29/2013,5/29/2013,65.71,5/15/2013,Electronic
770,5592-UQXSS,3932416127,8/28/2013,9/27/2013,52.94,10/12/2013,Electronic
897,3271-YDPUJ,3938548126,4/5/2013,5/5/2013,50.86,4/26/2013,Electronic
897,7372-CESLR,3940788745,2/8/2012,3/9/2012,30.74,3/3/2012,Paper
391,9841-XLGBV,3943254945,7/6/2013,8/5/2013,36.33,8/1/2013,Electronic
391,5196-TWQXF,3944350713,10/30/2013,11/29/2013,75.06,11/19/2013,Electronic
770,0625-TNJFG,3945949225,10/31/2012,11/30/2012,37.9,11/15/2012,Paper
406,9725-EZTEJ,3949082624,7/8/2012,8/7/2012,107.04,8/10/2012,Electronic
391,1080-NDGAE,3954057080,5/10/2013,6/9/2013,74.5,6/15/2013,Electronic
770,0706-NRGUP,3958060330,5/22/2012,6/21/2012,35.02,6/28/2012,Paper
406,4640-FGEJI,3960704578,5/12/2013,6/11/2013,100.16,6/22/2013,Electronic
406,9117-LYRCE,3961518373,3/5/2012,4/4/2012,68.66,4/22/2012,Paper
770,6831-FIODB,3961690887,1/15/2012,2/14/2012,46.28,2/13/2012,Paper
406,9758-AIEIK,3969347325,3/11/2012,4/10/2012,61.19,4/21/2012,Paper
818,7946-HJDUR,3974531546,5/4/2013,6/3/2013,43.28,6/4/2013,Electronic
391,2125-HJDLA,3975362830,12/25/2012,1/24/2013,27,1/26/2013,Electronic
391,5529-TBPGK,3978972752,9/28/2012,10/28/2012,86.59,10/30/2012,Paper
391,9212-BTDMX,3980946112,4/11/2012,5/11/2012,63.26,4/26/2012,Paper
391,6160-HCSFI,3987219947,1/7/2013,2/6/2013,69.85,2/8/2013,Paper
770,2447-JCFGW,3990073198,3/28/2013,4/27/2013,11.36,4/21/2013,Electronic
818,7946-HJDUR,4003153624,6/9/2012,7/9/2012,58.85,7/9/2012,Electronic
770,2447-JCFGW,4003648294,4/5/2013,5/5/2013,39.24,4/28/2013,Electronic
770,9149-MATVB,4004477846,10/29/2012,11/28/2012,25.83,11/27/2012,Paper
406,5284-DJOZO,4016860144,3/31/2012,4/30/2012,58.56,4/12/2012,Paper
391,8156-PCYBM,4023295233,3/10/2012,4/9/2012,71.8,4/4/2012,Electronic
770,9323-NDIOV,4025313129,11/29/2013,12/29/2013,84.38,1/9/2014,Electronic
391,6160-HCSFI,4026967253,8/30/2013,9/29/2013,69.48,9/17/2013,Electronic
897,9460-VAZGD,4028893076,6/26/2013,7/26/2013,28.37,7/7/2013,Paper
897,8690-EEBEO,4033537104,10/24/2013,11/23/2013,43.31,12/1/2013,Electronic
391,0187-ERLSR,4037644863,3/29/2012,4/28/2012,62.68,4/25/2012,Paper
406,8976-AMJEO,4039055586,5/21/2013,6/20/2013,97.63,6/14/2013,Electronic
897,7654-DOLHO,4041763430,4/6/2012,5/6/2012,37.93,5/9/2012,Electronic
406,8976-AMJEO,4041880316,4/14/2012,5/14/2012,77.9,5/10/2012,Electronic
818,5875-VZQCZ,4046691560,12/30/2012,1/29/2013,81.37,2/11/2013,Paper
897,9460-VAZGD,4047974141,9/28/2013,10/28/2013,51,10/15/2013,Electronic
406,1447-YZKCL,4050934350,6/23/2012,7/23/2012,71.41,7/23/2012,Paper
770,6831-FIODB,4056509011,4/11/2013,5/11/2013,74.41,5/8/2013,Paper
391,9174-IYKOC,4060402287,3/2/2013,4/1/2013,60.84,3/23/2013,Electronic
406,7600-OISKG,4062781273,6/6/2013,7/6/2013,63.68,7/11/2013,Paper
391,0187-ERLSR,4063317759,9/22/2012,10/22/2012,65.26,10/11/2012,Paper
770,2026-XLBER,4067113449,5/19/2013,6/18/2013,44.88,6/21/2013,Electronic
897,7654-DOLHO,4071851382,11/5/2012,12/5/2012,32.36,12/9/2012,Electronic
391,5196-TWQXF,4072901129,10/29/2013,11/28/2013,78.49,11/13/2013,Electronic
406,9771-QTLGZ,4073224041,12/14/2012,1/13/2013,46.62,12/30/2012,Electronic
897,9883-SDWFS,4077139866,8/8/2013,9/7/2013,62.77,9/17/2013,Electronic
818,2824-HJQPP,4080383560,1/4/2013,2/3/2013,58.79,1/25/2013,Paper
770,0625-TNJFG,4084102990,9/8/2013,10/8/2013,64.29,9/22/2013,Electronic
391,5196-TWQXF,4087966475,3/29/2012,4/28/2012,60.32,4/19/2012,Paper
406,5284-DJOZO,4094908034,8/22/2013,9/21/2013,70.84,8/26/2013,Electronic
770,6077-FDQRK,4109648418,5/5/2012,6/4/2012,36.86,6/5/2012,Paper
406,7600-OISKG,4112599163,6/1/2012,7/1/2012,66.03,7/1/2012,Paper
391,9841-XLGBV,4114424286,3/16/2012,4/15/2012,46.25,4/24/2012,Paper
770,9323-NDIOV,4119311204,6/30/2012,7/30/2012,60.13,8/4/2012,Paper
406,4640-FGEJI,4120167451,7/15/2012,8/14/2012,80.69,8/26/2012,Paper
391,9174-IYKOC,4125716174,1/26/2013,2/25/2013,56.27,2/18/2013,Electronic
770,4460-ZXNDN,4125771401,5/6/2012,6/5/2012,64.4,6/12/2012,Paper
897,3271-YDPUJ,4129245588,8/3/2012,9/2/2012,45.73,9/1/2012,Paper
897,9286-VLKMI,4131224572,7/2/2013,8/1/2013,80.59,7/4/2013,Electronic
818,6627-ELFBK,4138615040,1/11/2013,2/10/2013,66.01,2/1/2013,Electronic
818,5148-SYKLB,4140763678,5/9/2013,6/8/2013,89.43,6/13/2013,Paper
897,9250-VHLWY,4143818565,6/19/2013,7/19/2013,34.69,7/14/2013,Electronic
818,8102-ABPKQ,4145307595,11/18/2012,12/18/2012,74.55,1/4/2013,Paper
818,5148-SYKLB,4145738246,8/30/2012,9/29/2012,67.37,10/6/2012,Paper
818,3568-JJMFW,4146703959,3/29/2013,4/28/2013,81.21,4/17/2013,Electronic
818,5148-SYKLB,4148364406,4/19/2013,5/19/2013,74.28,5/29/2013,Paper
406,4640-FGEJI,4151030828,4/24/2013,5/24/2013,49.64,5/5/2013,Electronic
770,9928-IJYBQ,4152504148,3/5/2012,4/4/2012,66.66,4/6/2012,Paper
406,8976-AMJEO,4153488634,9/14/2013,10/14/2013,69.29,10/8/2013,Electronic
391,0187-ERLSR,4160638076,2/16/2013,3/18/2013,56.5,3/2/2013,Paper
406,9771-QTLGZ,4160925882,7/26/2013,8/25/2013,41.19,8/11/2013,Electronic
391,5920-DPXLN,4170821223,3/19/2012,4/18/2012,49.14,4/14/2012,Paper
406,8389-TCXFQ,4171825761,2/25/2013,3/27/2013,88.67,3/26/2013,Electronic
770,7260-ZHAKS,4176062876,11/26/2012,12/26/2012,61.18,12/22/2012,Electronic
391,6632-CGYHU,4177855353,12/17/2012,1/16/2013,74.41,1/1/2013,Paper
406,6833-ETVHD,4178322106,7/12/2013,8/11/2013,55.83,7/24/2013,Electronic
770,0706-NRGUP,4182069928,6/19/2012,7/19/2012,16.78,7/23/2012,Paper
770,3993-QUNVJ,4186884688,5/10/2013,6/9/2013,60.1,5/25/2013,Electronic
818,3568-JJMFW,4191207150,5/5/2012,6/4/2012,82.38,6/8/2012,Electronic
391,0379-NEVHP,4192014066,7/12/2013,8/11/2013,30.9,7/25/2013,Electronic
897,6177-VTITE,4193415114,6/18/2012,7/18/2012,49.39,7/2/2012,Paper
770,2447-JCFGW,4194772390,11/12/2012,12/12/2012,64.82,12/2/2012,Electronic
897,9883-SDWFS,4205152845,3/2/2012,4/1/2012,26.37,3/30/2012,Paper
818,6004-KITZM,4218477720,11/28/2013,12/28/2013,30.81,12/8/2013,Electronic
818,8364-UWVLM,4220885855,10/31/2013,11/30/2013,87.67,12/5/2013,Electronic
391,8820-BLYDZ,4222838361,9/11/2012,10/11/2012,74.18,9/15/2012,Paper
406,9758-AIEIK,4232761255,5/7/2013,6/6/2013,59.78,5/21/2013,Electronic
406,9117-LYRCE,4237427511,7/30/2013,8/29/2013,41.64,8/27/2013,Electronic
818,6627-ELFBK,4240460379,5/21/2012,6/20/2012,58.64,6/26/2012,Paper
406,7245-CKNCN,4240902395,3/2/2012,4/1/2012,69.13,3/23/2012,Paper
818,7946-HJDUR,4242402632,5/28/2012,6/27/2012,35.32,6/26/2012,Electronic
770,7758-WKLVM,4242889718,5/5/2013,6/4/2013,81.23,6/20/2013,Electronic
770,7856-ODQFO,4249624347,1/20/2013,2/19/2013,56.86,2/25/2013,Electronic
897,6391-GBFQJ,4255145592,3/23/2012,4/22/2012,18.09,4/8/2012,Paper
770,0465-DTULQ,4259682376,12/18/2012,1/17/2013,22.53,1/27/2013,Paper
818,6627-ELFBK,4259739726,3/1/2013,3/31/2013,53.65,3/18/2013,Electronic
391,9212-BTDMX,4271825679,12/30/2012,1/29/2013,48.85,1/18/2013,Electronic
406,5284-DJOZO,4274501664,4/13/2012,5/13/2012,81.47,4/21/2012,Paper
897,6296-UKEUZ,4276703607,9/16/2012,10/16/2012,25.05,9/19/2012,Paper
897,6296-UKEUZ,4293073482,5/20/2012,6/19/2012,37.27,5/29/2012,Paper
406,5573-KSOIA,4294426239,12/7/2012,1/6/2013,61.7,1/12/2013,Paper
391,2125-HJDLA,4297912131,2/16/2012,3/17/2012,79.21,3/25/2012,Paper
406,8976-AMJEO,4303435021,12/17/2012,1/16/2013,42.45,12/31/2012,Electronic
406,9725-EZTEJ,4305549852,10/6/2012,11/5/2012,60.57,10/30/2012,Electronic
391,7329-TWKLF,4308058609,5/21/2013,6/20/2013,61.42,6/11/2013,Paper
406,9771-QTLGZ,4318317513,8/17/2013,9/16/2013,64.64,9/4/2013,Electronic
897,8690-EEBEO,4318635686,3/21/2013,4/20/2013,92.5,4/26/2013,Electronic
406,6833-ETVHD,4320746005,11/27/2012,12/27/2012,70.61,12/18/2012,Electronic
391,5920-DPXLN,4325243093,7/6/2012,8/5/2012,52.8,7/22/2012,Paper
770,3831-FXWYK,4325495498,1/12/2013,2/11/2013,69.26,2/16/2013,Paper
770,7856-ODQFO,4326179452,11/19/2012,12/19/2012,27.62,12/22/2012,Electronic
406,4651-PMEXQ,4329916813,11/17/2012,12/17/2012,63.85,12/12/2012,Electronic
391,1080-NDGAE,4336863090,1/11/2012,2/10/2012,73.06,2/6/2012,Paper
770,7260-ZHAKS,4346922316,2/16/2013,3/18/2013,78.28,3/14/2013,Electronic
406,7600-OISKG,4355586265,5/1/2013,5/31/2013,55.53,6/1/2013,Paper
818,6627-ELFBK,4360072261,9/25/2012,10/25/2012,36.04,10/22/2012,Paper
770,7758-WKLVM,4364390277,10/4/2012,11/3/2012,94.52,11/27/2012,Electronic
391,7209-MDWKR,4365495636,3/31/2013,4/30/2013,75.44,4/28/2013,Paper
897,9286-VLKMI,4369910958,11/4/2013,12/4/2013,32.62,11/5/2013,Electronic
897,7654-DOLHO,4371325400,2/2/2013,3/4/2013,24.6,2/17/2013,Electronic
406,7938-EVASK,4371434034,2/23/2012,3/24/2012,83.08,4/5/2012,Paper
897,8942-ERSWK,4373510378,4/15/2012,5/15/2012,38.85,4/23/2012,Paper
818,6627-ELFBK,4380014151,3/26/2013,4/25/2013,92.65,4/26/2013,Electronic
770,9323-NDIOV,4381512590,11/2/2013,12/2/2013,68.28,12/6/2013,Electronic
770,2687-XWAMA,4384814254,4/30/2013,5/30/2013,27.34,5/10/2013,Electronic
897,1408-OQZUE,4386748004,1/18/2013,2/17/2013,72.29,2/19/2013,Electronic
391,6160-HCSFI,4392918366,3/10/2012,4/9/2012,81.87,4/4/2012,Paper
818,9181-HEKGV,4395512737,8/5/2013,9/4/2013,72.13,9/13/2013,Paper
391,7329-TWKLF,4396260953,4/2/2013,5/2/2013,56.67,4/16/2013,Paper
770,9323-NDIOV,4398006570,9/30/2013,10/30/2013,44.81,10/29/2013,Electronic
406,5573-KSOIA,4403696251,1/24/2013,2/23/2013,81.37,3/14/2013,Paper
897,8942-ERSWK,4408670788,5/3/2013,6/2/2013,23.32,5/10/2013,Electronic
406,7938-EVASK,4419510167,6/15/2013,7/15/2013,44.14,7/19/2013,Electronic
770,4460-ZXNDN,4421046102,6/9/2012,7/9/2012,64.44,7/12/2012,Paper
770,4460-ZXNDN,4426647863,10/25/2012,11/24/2012,75.29,12/10/2012,Paper
897,0688-XNJRO,4433390540,4/21/2012,5/21/2012,49.62,6/8/2012,Paper
391,0709-LZRJV,4444986261,7/21/2013,8/20/2013,81.77,8/29/2013,Electronic
391,8156-PCYBM,4450632944,5/13/2013,6/12/2013,70.87,6/8/2013,Electronic
391,9212-BTDMX,4454426709,10/12/2013,11/11/2013,66.23,10/21/2013,Electronic
406,2621-XCLEH,4456170015,6/27/2012,7/27/2012,69.42,8/26/2012,Paper
770,6831-FIODB,4458878337,5/22/2012,6/21/2012,42.16,7/14/2012,Paper
897,1168-BEASA,4462653546,8/2/2012,9/1/2012,57.17,8/26/2012,Paper
770,7856-ODQFO,4464051329,9/19/2012,10/19/2012,41.41,10/17/2012,Electronic
391,5920-DPXLN,4465814850,4/12/2013,5/12/2013,63.33,4/24/2013,Electronic
391,3569-VJWXS,4469521566,4/26/2013,5/26/2013,43.79,5/12/2013,Electronic
818,5924-UOPGH,4475076763,3/18/2012,4/17/2012,69.93,4/6/2012,Paper
406,6833-ETVHD,4478015837,7/27/2013,8/26/2013,87.68,8/13/2013,Electronic
770,0465-DTULQ,4481983205,8/29/2012,9/28/2012,70.67,9/28/2012,Paper
897,6296-UKEUZ,4483283236,7/21/2013,8/20/2013,15.86,7/23/2013,Electronic
897,9286-VLKMI,4485970270,8/8/2012,9/7/2012,41.52,8/15/2012,Paper
391,9174-IYKOC,4489585769,5/30/2013,6/29/2013,87.31,6/15/2013,Electronic
391,5529-TBPGK,4494083848,12/28/2012,1/27/2013,68.24,2/5/2013,Paper
391,2423-QOKIO,4507038116,4/1/2013,5/1/2013,91.82,5/1/2013,Paper
406,9322-YCTQO,4509742801,4/10/2013,5/10/2013,84.98,5/16/2013,Electronic
406,6048-QPZCF,4516618888,7/7/2013,8/6/2013,71.96,8/2/2013,Electronic
770,7758-WKLVM,4518177634,10/23/2013,11/22/2013,60.3,11/24/2013,Electronic
406,9771-QTLGZ,4519358354,10/26/2012,11/25/2012,49.25,11/14/2012,Paper
770,3993-QUNVJ,4527375934,3/25/2013,4/24/2013,47.33,4/8/2013,Electronic
391,7329-TWKLF,4534576559,1/3/2013,2/2/2013,91.37,1/16/2013,Paper
406,4651-PMEXQ,4538309227,9/7/2012,10/7/2012,72.07,9/30/2012,Electronic
391,2125-HJDLA,4540004449,7/12/2013,8/11/2013,85.2,8/13/2013,Electronic
897,9250-VHLWY,4540037935,4/6/2012,5/6/2012,49.41,5/5/2012,Paper
406,5164-VMYWJ,4560936162,3/22/2013,4/21/2013,72,4/15/2013,Paper
391,9014-WENVB,4565113116,9/25/2012,10/25/2012,69.46,11/2/2012,Paper
770,0465-DTULQ,4566394525,1/4/2012,2/3/2012,55.91,2/4/2012,Paper
406,5573-KSOIA,4570744904,2/23/2013,3/25/2013,67.52,3/26/2013,Paper
770,7758-WKLVM,4583643866,4/29/2012,5/29/2012,84.78,6/7/2012,Electronic
406,9725-EZTEJ,4584232854,10/13/2013,11/12/2013,84.38,11/2/2013,Electronic
391,5920-DPXLN,4587287662,2/17/2012,3/18/2012,61.95,3/10/2012,Paper
818,8102-ABPKQ,4588532423,3/12/2013,4/11/2013,58.52,4/28/2013,Paper
770,9149-MATVB,4589265593,2/4/2013,3/6/2013,56.53,2/28/2013,Paper
391,1080-NDGAE,4589989662,9/17/2012,10/17/2012,94.16,10/18/2012,Paper
406,4092-ZAVRG,4591110269,7/23/2013,8/22/2013,72.88,8/11/2013,Electronic
391,0709-LZRJV,4595561744,7/1/2013,7/31/2013,50.28,7/18/2013,Electronic
770,7050-KQLDO,4601584321,1/6/2013,2/5/2013,52.6,1/19/2013,Electronic
391,8156-PCYBM,4617374678,2/28/2013,3/30/2013,50.8,3/28/2013,Electronic
770,7050-KQLDO,4633078854,2/14/2012,3/15/2012,78.36,3/16/2012,Paper
818,7946-HJDUR,4637486931,4/28/2013,5/28/2013,62.86,6/23/2013,Electronic
770,6077-FDQRK,4639183363,11/18/2012,12/18/2012,53.39,12/3/2012,Electronic
391,6708-DPYTF,4644516545,4/15/2012,5/15/2012,58.73,5/28/2012,Paper
770,0706-NRGUP,4649451107,9/15/2013,10/15/2013,23.81,10/6/2013,Electronic
406,5164-VMYWJ,4657747158,3/24/2013,4/23/2013,82.64,4/19/2013,Paper
770,3831-FXWYK,4667456223,3/24/2012,4/23/2012,89.9,5/4/2012,Paper
818,9181-HEKGV,4668608174,7/11/2013,8/10/2013,68.42,8/26/2013,Paper
391,9841-XLGBV,4670071329,1/28/2013,2/27/2013,51.83,2/18/2013,Electronic
818,5924-UOPGH,4671698071,11/23/2013,12/23/2013,109.96,12/22/2013,Electronic
391,7329-TWKLF,4672194108,10/2/2012,11/1/2012,42.35,11/4/2012,Paper
391,2676-DZINU,4677673825,10/2/2012,11/1/2012,47.07,10/21/2012,Paper
770,0625-TNJFG,4681944108,8/31/2012,9/30/2012,55.8,9/23/2012,Paper
770,7228-LEPPM,4682447856,3/2/2013,4/1/2013,79.37,4/12/2013,Electronic
818,5924-UOPGH,4682843239,3/11/2012,4/10/2012,56.47,4/7/2012,Paper
897,7372-CESLR,4685005154,6/7/2012,7/7/2012,26.14,7/7/2012,Paper
406,9725-EZTEJ,4695028902,10/5/2013,11/4/2013,64.05,11/2/2013,Electronic
406,9758-AIEIK,4695983239,11/14/2013,12/14/2013,43.82,12/1/2013,Electronic
770,0706-NRGUP,4696816536,4/18/2012,5/18/2012,39.25,5/20/2012,Paper
391,1080-NDGAE,4701158835,11/18/2013,12/18/2013,83.59,12/23/2013,Electronic
770,2687-XWAMA,4706783878,10/17/2012,11/16/2012,84.13,10/29/2012,Paper
897,1168-BEASA,4719815783,4/4/2013,5/4/2013,40.48,4/27/2013,Paper
391,9841-XLGBV,4719854881,8/30/2012,9/29/2012,32.24,9/23/2012,Paper
391,2125-HJDLA,4722300351,2/11/2012,3/12/2012,68.08,3/28/2012,Paper
818,5924-UOPGH,4722543209,11/18/2013,12/18/2013,78.83,11/28/2013,Electronic
770,7050-KQLDO,4728250241,10/17/2012,11/16/2012,72.67,10/25/2012,Electronic
391,9212-BTDMX,4729784336,6/22/2012,7/22/2012,49.08,7/11/2012,Electronic
770,2026-XLBER,4730761138,1/14/2012,2/13/2012,45.41,1/30/2012,Paper
391,2676-DZINU,4732348996,1/20/2012,2/19/2012,78.09,2/10/2012,Paper
897,8942-ERSWK,4735063899,10/29/2013,11/28/2013,12.62,11/6/2013,Electronic
897,3271-YDPUJ,4738467082,3/28/2013,4/27/2013,41.38,4/21/2013,Paper
391,8156-PCYBM,4739557586,8/22/2013,9/21/2013,52.87,9/18/2013,Electronic
770,9149-MATVB,4741356244,1/9/2013,2/8/2013,36.93,2/3/2013,Paper
770,7856-ODQFO,4742980589,6/23/2013,7/23/2013,40.69,7/9/2013,Electronic
770,2687-XWAMA,4747988353,5/5/2013,6/4/2013,73.15,5/12/2013,Electronic
897,6177-VTITE,4751641138,9/29/2012,10/29/2012,34.5,10/16/2012,Paper
770,0625-TNJFG,4755000748,9/30/2012,10/30/2012,74.49,10/24/2012,Paper
897,9286-VLKMI,4756268669,2/9/2012,3/10/2012,53.33,2/20/2012,Paper
391,7329-TWKLF,4767910867,11/14/2013,12/14/2013,89.35,11/25/2013,Paper
406,6048-QPZCF,4771056498,7/12/2013,8/11/2013,71.45,7/28/2013,Electronic
770,2447-JCFGW,4773950831,3/22/2012,4/21/2012,25.66,4/19/2012,Paper
770,0625-TNJFG,4778063703,9/10/2012,10/10/2012,70.6,10/12/2012,Paper
818,3271-HYHDN,4783562096,8/20/2013,9/19/2013,32.87,8/22/2013,Electronic
770,0625-TNJFG,4788766053,9/30/2012,10/30/2012,39.69,10/31/2012,Paper
818,2824-HJQPP,4789397752,5/29/2012,6/28/2012,77.54,6/28/2012,Paper
897,1168-BEASA,4791525699,12/12/2012,1/11/2013,47.08,12/23/2012,Paper
897,6296-UKEUZ,4795466537,3/22/2013,4/21/2013,22.93,3/25/2013,Electronic
770,9928-IJYBQ,4795998561,1/29/2013,2/28/2013,54.42,3/1/2013,Electronic
818,8887-NCUZC,4800494014,11/29/2012,12/29/2012,10.94,12/21/2012,Paper
391,6708-DPYTF,4804144659,4/24/2013,5/24/2013,89.07,5/28/2013,Electronic
406,8976-AMJEO,4806513035,1/18/2013,2/17/2013,84.87,2/5/2013,Electronic
406,0783-PEPYR,4813721122,2/22/2012,3/23/2012,107.11,3/31/2012,Paper
391,0187-ERLSR,4814212537,3/22/2013,4/21/2013,86.92,3/27/2013,Paper
818,3271-HYHDN,4816230113,5/2/2012,6/1/2012,59.17,5/5/2012,Paper
406,8389-TCXFQ,4821175485,10/21/2012,11/20/2012,42.87,11/6/2012,Electronic
406,5164-VMYWJ,4823736868,2/15/2013,3/17/2013,46.24,3/2/2013,Paper
406,8976-AMJEO,4824809985,6/23/2013,7/23/2013,43.74,7/22/2013,Electronic
770,7758-WKLVM,4824986816,7/7/2012,8/6/2012,51.31,8/19/2012,Electronic
406,6833-ETVHD,4825120414,8/16/2012,9/15/2012,80.87,9/3/2012,Electronic
770,0465-DTULQ,4838574848,8/30/2012,9/29/2012,28.95,10/14/2012,Paper
391,7329-TWKLF,4847248435,1/24/2012,2/23/2012,80.71,2/11/2012,Paper
770,9149-MATVB,4852824490,9/3/2012,10/3/2012,38.59,10/3/2012,Paper
391,3598-DNURW,4858028884,1/6/2013,2/5/2013,58.49,1/16/2013,Electronic
406,5164-VMYWJ,4859265458,4/8/2012,5/8/2012,76.68,4/25/2012,Paper
897,8942-ERSWK,4861734696,5/31/2012,6/30/2012,24.59,6/8/2012,Paper
406,5164-VMYWJ,4865860838,4/16/2013,5/16/2013,52.57,5/19/2013,Paper
770,5592-UQXSS,4867913310,10/6/2013,11/5/2013,36.26,11/4/2013,Electronic
818,7695-NKUXM,4870747963,2/17/2012,3/18/2012,70.57,3/7/2012,Paper
818,2824-HJQPP,4871103320,10/18/2013,11/17/2013,59.07,10/27/2013,Electronic
770,3993-QUNVJ,4872529612,8/17/2012,9/16/2012,37.24,9/2/2012,Paper
391,2676-DZINU,4878686047,7/21/2013,8/20/2013,73.61,8/1/2013,Electronic
391,8156-PCYBM,4881618322,12/26/2012,1/25/2013,104.02,1/31/2013,Electronic
391,9212-BTDMX,4884610178,5/19/2012,6/18/2012,82.21,5/30/2012,Electronic
391,2676-DZINU,4887614261,6/12/2012,7/12/2012,60.19,7/5/2012,Paper
770,7050-KQLDO,4891142927,8/10/2012,9/9/2012,47.99,9/10/2012,Paper
406,5573-KSOIA,4900239305,5/17/2013,6/16/2013,98.88,7/4/2013,Paper
770,7758-WKLVM,4902256475,9/4/2013,10/4/2013,72.09,10/18/2013,Electronic
818,8102-ABPKQ,4902403664,9/27/2012,10/27/2012,58.99,11/8/2012,Paper
897,7654-DOLHO,4902638386,9/15/2012,10/15/2012,46.03,10/8/2012,Electronic
391,9212-BTDMX,4903468657,5/17/2012,6/16/2012,66.55,6/9/2012,Electronic
391,3598-DNURW,4905021101,11/15/2013,12/15/2013,91.34,11/23/2013,Electronic
391,9212-BTDMX,4906343954,3/26/2012,4/25/2012,53.69,4/15/2012,Paper
406,5284-DJOZO,4908628098,3/24/2012,4/23/2012,89.67,4/19/2012,Paper
391,0187-ERLSR,4910161169,12/6/2012,1/5/2013,59,12/19/2012,Paper
770,9928-IJYBQ,4915855065,1/7/2012,2/6/2012,78.92,2/5/2012,Paper
406,4092-ZAVRG,4926391244,5/20/2012,6/19/2012,62.96,5/22/2012,Electronic
770,2687-XWAMA,4927657057,12/25/2012,1/24/2013,54.66,1/13/2013,Paper
391,9212-BTDMX,4930326600,2/16/2012,3/17/2012,58.85,3/6/2012,Paper
770,3993-QUNVJ,4934230957,1/4/2013,2/3/2013,88.48,1/30/2013,Electronic
897,9883-SDWFS,4935255726,7/15/2013,8/14/2013,47.13,8/23/2013,Electronic
818,5613-UHVMG,4937921214,9/30/2013,10/30/2013,53.8,11/5/2013,Electronic
391,5529-TBPGK,4941612254,7/8/2012,8/7/2012,65.27,8/1/2012,Paper
